"","Date","Color","Breed","Sex","State","Name","DateCreated","Year","Month","Day","Wday"
"1658",2013-09-03,"Brown","Bichon Frise","F","Matched","Poppy",2013-09-03,"2013","9",3,"Tues"
"1659",2013-08-30,"Black","Dsh Cat/siamese X","M","Lost","Jeanice",2013-09-04,"2013","8",30,"Fri"
"1660",2013-09-05,"Black","Chihuahua","F/S","Matched","Mimsy",2013-09-05,"2013","9",5,"Thurs"
"1661",2013-08-31,"Grey","Tabby","M","Lost","No Name",2013-09-05,"2013","8",31,"Sat"
"1662",2013-09-05,"Black","Border Collie","F","Lost","Lulu",2013-09-05,"2013","9",5,"Thurs"
"1663",2013-09-06,"Black","Labrador","M","Lost","Sky",2013-09-06,"2013","9",6,"Fri"
"1664",2013-09-06,"Black","Border Collie","M","Matched","Rolls",2013-09-06,"2013","9",6,"Fri"
"1665",2013-09-07,"Cream","Pomeranian","F","Lost","No Name",2013-09-07,"2013","9",7,"Sat"
"1666",2013-09-08,"Tan","Pug","M","Matched","Oinks",2013-09-08,"2013","9",8,"Sun"
"1667",2013-09-08,"","Terrier","F","Lost","No Name",2013-09-08,"2013","9",8,"Sun"
"1668",2013-09-08,"Brown","Miniature Pinscher","M","Matched","Gustav",2013-09-08,"2013","9",8,"Sun"
"1669",2013-09-09,"Tan","Pug","M","Matched","Bam Bam",2013-09-09,"2013","9",9,"Mon"
"1670",2013-09-09,"White","Dlh","F/S","Lost","Shelby",2013-09-09,"2013","9",9,"Mon"
"1671",2013-09-09,"Black","Terrier","M","Lost","Cash",2013-09-09,"2013","9",9,"Mon"
"1672",2013-09-09,"Black","Labrador","M","Matched","Nash",2013-09-10,"2013","9",9,"Mon"
"1673",2013-08-29,"Tan","Pomeranian","F/S","Lost","Peanut",2013-09-10,"2013","8",29,"Thurs"
"1674",2013-09-10,"Grey","Schnoodle","F/S","Matched","Winny",2013-09-10,"2013","9",10,"Tues"
"1675",2013-09-01,"Grey","Tabby","F","Lost","No Name",2013-09-10,"2013","9",1,"Sun"
"1676",2013-09-10,"White","Yorkshire Terrier","M","Lost","Axel",2013-09-10,"2013","9",10,"Tues"
"1677",2013-09-10,"White","Yorkshire Terrier","M","Lost","Axel",2013-09-10,"2013","9",10,"Tues"
"1678",2013-09-10,"White","Brittany Spaniel","F","Lost","Ruby",2013-09-10,"2013","9",10,"Tues"
"1679",2013-08-26,"Black","Dlh (norweigan Forest Cat)","X","Lost","Grimmy",2013-09-11,"2013","8",26,"Mon"
"1680",2013-06-29,"Black","Dsh","F/S","Lost","Naomi",2013-09-11,"2013","6",29,"Sat"
"1681",2013-09-09,"Tan","Chihuahua","M","Lost","Fay-long",2013-09-11,"2013","9",9,"Mon"
"1682",2013-09-11,"Black","Labrador","M","Lost","Jack",2013-09-11,"2013","9",11,"Wed"
"1683",2013-09-12,"Brown","Labrador","M","Lost","Gamby",2013-09-12,"2013","9",12,"Thurs"
"1684",2013-09-12,"Brown","Labrador","M/N","Matched","Gamby",2013-09-12,"2013","9",12,"Thurs"
"1685",2013-09-09,"Grey","Small Tabby","F","Lost","Molly",2013-09-12,"2013","9",9,"Mon"
"1686",2013-09-12,"Brown","Miniature Pinscher","M/N","Lost","Buddy",2013-09-12,"2013","9",12,"Thurs"
"1687",2013-09-12,"Black","Border Collie","M","Lost","M.J",2013-09-12,"2013","9",12,"Thurs"
"1688",2013-09-13,"Grey","Gray Russian","M","Lost","Jackie Fan",2013-09-13,"2013","9",13,"Fri"
"1689",2013-09-13,"White","Jack Russell Terrier","M/N","Lost","Chaos",2013-09-13,"2013","9",13,"Fri"
"1690",2013-09-13,"Tan","Pomeranian","M","Lost","Juicy",2013-09-13,"2013","9",13,"Fri"
"1691",2013-09-14,"Black","Rottie X","M","Lost","Gus",2013-09-14,"2013","9",14,"Sat"
"1692",2013-09-14,"Red","Beagle X","M","Lost","Mika",2013-09-14,"2013","9",14,"Sat"
"1693",2013-09-15,"Tan","Pit X","F","Matched","Dina (randy)",2013-09-15,"2013","9",15,"Sun"
"1694",2013-09-15,"Apricot","Dsh","M","Lost","Pura",2013-09-15,"2013","9",15,"Sun"
"1695",2013-09-16,"Tan","Jack Russell Terrier","M","Lost","Jack",2013-09-16,"2013","9",16,"Mon"
"1696",2013-09-16,"White","Chihuahua","F","Lost","Stella",2013-09-16,"2013","9",16,"Mon"
"1697",2013-09-16,"Brown","Boxer","M","Matched","Jax",2013-09-16,"2013","9",16,"Mon"
"1698",2013-09-16,"Brown","Amer. Bulldog","M","Lost","Casino",2013-09-16,"2013","9",16,"Mon"
"1699",2013-09-13,"Black","Dsh","M","Lost","Mr. Meowgy",2013-09-16,"2013","9",13,"Fri"
"1700",2013-09-17,"Black","Cat","F","Matched","Cookie",2013-09-17,"2013","9",17,"Tues"
"1701",2013-09-17,"Golden","Wheaten Terrier","F","Lost","Roz",2013-09-17,"2013","9",17,"Tues"
"1702",2013-09-13,"Black","Cat","F","Lost","Sweet Pea",2013-09-18,"2013","9",13,"Fri"
"1703",2013-09-19,"Yellow","Sun Conure","M","Lost","Phoenix",2013-09-19,"2013","9",19,"Thurs"
"1704",2013-09-19,"Cream","Maltese","F","Matched","Toffee",2013-09-20,"2013","9",19,"Thurs"
"1705",2013-09-17,"Brown","Doberman Pinscher","M/N","Lost","Pharoah",2013-09-20,"2013","9",17,"Tues"
"1706",2013-09-20,"White","Maltipoo","F","Lost","Toffee",2013-09-20,"2013","9",20,"Fri"
"1707",2013-09-20,"Cream","Siamese","F","Lost","Kitty",2013-09-21,"2013","9",20,"Fri"
"1708",2013-09-14,"Black","Labrador","M","Lost","Puppy",2013-09-21,"2013","9",14,"Sat"
"1709",2013-09-22,"Brown","Husky","M","Lost","Nacho",2013-09-22,"2013","9",22,"Sun"
"1710",2013-09-22,"Golden","Labradoodle","","Matched","Coda",2013-09-22,"2013","9",22,"Sun"
"1711",2013-08-10,"Brown","Dachshund","F","Lost","Kimmy",2013-09-23,"2013","8",10,"Sat"
"1712",2013-08-10,"Dusty Brown (tortoiseshell)","Dlh","F","Lost","Kimmi",2013-09-23,"2013","8",10,"Sat"
"1713",2013-09-24,"Apricot","Dlh","M","Lost","Paul",2013-09-24,"2013","9",24,"Tues"
"1714",2013-09-24,"Grey","Pastel Calico Cat","F","Lost","Goldie",2013-09-24,"2013","9",24,"Tues"
"1715",2013-09-25,"Grey","Maine Coon/tabby X","M/N","Lost","Sammy",2013-09-25,"2013","9",25,"Wed"
"1716",2013-09-25,"Black","Dsh Cat","M/N","Lost","Simba",2013-09-25,"2013","9",25,"Wed"
"1717",2013-09-26,"Red","Shiba Inu","M","Lost","Kiwi",2013-09-26,"2013","9",26,"Thurs"
"1718",2013-09-26,"Black","Rottie X","F/S","Lost","Baby",2013-09-26,"2013","9",26,"Thurs"
"1719",2013-09-26,"Tan","Yorkie X","M/N","Lost","Piko",2013-09-26,"2013","9",26,"Thurs"
"1720",2013-09-26,"Tan","Chihuahua","F","Lost","Pookie",2013-09-26,"2013","9",26,"Thurs"
"1721",2013-09-26,"Grey","Wolf Hybrid","M","Matched","Gizmo",2013-09-26,"2013","9",26,"Thurs"
"1722",2013-09-22,"Grey","Dlh Cat","M","Lost","Thor",2013-09-27,"2013","9",22,"Sun"
"1723",2013-09-16,"Black","Dsh Cat","M","Lost","Monkey",2013-09-27,"2013","9",16,"Mon"
"1724",2013-09-26,"Grey","Dmh Cat","M","Lost","Theo",2013-09-28,"2013","9",26,"Thurs"
"1725",2013-09-29,"Brown","Beagle","F","Lost","Kadie",2013-09-29,"2013","9",29,"Sun"
"1726",2013-09-29,"Black","Rottweiler","F","Matched","Dragon",2013-09-29,"2013","9",29,"Sun"
"1727",2013-09-29,"White","Alaskan Malamute","M","Matched","Joaquin",2013-09-29,"2013","9",29,"Sun"
"1728",2013-09-29,"Black","Dsh","M","Lost","Reggie",2013-09-29,"2013","9",29,"Sun"
"1729",2013-09-27,"Black","Dsh","F/S","Lost","No Name",2013-10-01,"2013","9",27,"Fri"
"1730",2013-10-01,"Brown","Labrador","M","Matched","Peter Yen",2013-10-01,"2013","10",1,"Tues"
"1731",2013-10-01,"Brown","Labrador","M","Lost","Charlie",2013-10-01,"2013","10",1,"Tues"
"1732",2013-10-02,"Brown","Dsh","F","Lost","India",2013-10-02,"2013","10",2,"Wed"
"1733",2013-10-02,"Black","Dsh","M","Lost","No Name",2013-10-02,"2013","10",2,"Wed"
"1734",2013-10-03,"Grey","Shih Tzu","M","Lost","Scully",2013-10-03,"2013","10",3,"Thurs"
"1735",2013-10-03,"White","Bichon Frise","F","Lost","Chanelle",2013-10-03,"2013","10",3,"Thurs"
"1736",2013-10-03,"White","Jack Russell Terrier","M","Matched","Jasper",2013-10-03,"2013","10",3,"Thurs"
"1737",2013-10-03,"Black","Short Hair","M/N","Lost","Finn",2013-10-03,"2013","10",3,"Thurs"
"1738",2013-10-03,"Black","Dsh Tabby","M","Lost","No Name",2013-10-04,"2013","10",3,"Thurs"
"1739",2013-10-05,"Cream","Dsh (siamese)","M","Lost","No Name",2013-10-05,"2013","10",5,"Sat"
"1740",2013-10-05,"Grey","Poodle X","M","Matched","Ozzy",2013-10-05,"2013","10",5,"Sat"
"1741",2013-10-05,"White","Mastiff X","F","Matched","Nala",2013-10-05,"2013","10",5,"Sat"
"1742",2013-10-06,"Brown","Border Collie","M","Lost","Jeremy Parsons",2013-10-06,"2013","10",6,"Sun"
"1743",2013-10-07,"Brown","Boxer","F","Lost","Pia",2013-10-07,"2013","10",7,"Mon"
"1744",2013-10-07,"Black","Dsh","F","Lost","Minouche Or Louise ( Other Tag",2013-10-07,"2013","10",7,"Mon"
"1745",2013-10-07,"Black","Dsh","M","Lost","Zeus",2013-10-07,"2013","10",7,"Mon"
"1746",2013-10-09,"Tan","Dsh","X","Lost","No Name",2013-10-09,"2013","10",9,"Wed"
"1747",2013-10-09,"Grey","Husky","F","Lost","Zara",2013-10-09,"2013","10",9,"Wed"
"1748",2013-10-09,"Grey","Husky","M","Lost","Max",2013-10-09,"2013","10",9,"Wed"
"1749",2013-10-10,"White","Miniature Schnauzer","F","Matched","Mui Mui",2013-10-10,"2013","10",10,"Thurs"
"1750",2013-10-10,"White","Dsh","M","Matched","Stephen",2013-10-10,"2013","10",10,"Thurs"
"1751",2013-10-10,"Black","Schnauzer","M","Lost","Seamus",2013-10-10,"2013","10",10,"Thurs"
"1752",2013-10-10,"White","Persian/siamese","F/S","Lost","No Name",2013-10-11,"2013","10",10,"Thurs"
"1753",2013-10-10,"Orange","Dsh Tabby","M/N","Lost","Malcolm",2013-10-12,"2013","10",10,"Thurs"
"1754",2013-10-12,"Black","Dlh","F/S","Lost","Minnie",2013-10-12,"2013","10",12,"Sat"
"1755",2013-10-13,"Grey","African Grey Parrot","F","Lost","Cairo",2013-10-13,"2013","10",13,"Sun"
"1756",2013-10-14,"Black","Dsh","M","Lost","No Name",2013-10-14,"2013","10",14,"Mon"
"1757",2013-10-14,"White","Beagle","M","Lost","Vito",2013-10-15,"2013","10",14,"Mon"
"1758",2013-10-15,"Apricot","Dlh Long Hair Cat","M","Lost","Sam",2013-10-15,"2013","10",15,"Tues"
"1759",2013-10-15,"Black","Dsh Cat","F","Lost","Monday",2013-10-15,"2013","10",15,"Tues"
"1760",2013-10-15,"White","Dsh Cat","","Unknown","No Name",2013-10-15,"2013","10",15,"Tues"
"1761",2013-10-15,"White","Dsh Cat","F","Lost","Snowball",2013-10-15,"2013","10",15,"Tues"
"1762",2013-10-15,"Apricot","Terrier","M","Lost","Bruno",2013-10-15,"2013","10",15,"Tues"
"1763",2013-10-15,"Grey","Cockatiel","F","Lost","Charlotte",2013-10-15,"2013","10",15,"Tues"
"1764",2013-10-16,"Black","Yorkshire Terrier","F","Matched","Cocouq",2013-10-16,"2013","10",16,"Wed"
"1765",2013-10-16,"Black","Rottie X","M","Matched","Puppy",2013-10-16,"2013","10",16,"Wed"
"1766",2013-10-16,"Brown","Dsh Tabby Cat","M","Lost","Smacky",2013-10-16,"2013","10",16,"Wed"
"1767",2013-10-16,"Cream","Dlh Persian X Cat","F","Lost","No Name",2013-10-16,"2013","10",16,"Wed"
"1768",2013-10-16,"Black","Dsh Cat","M","Lost","Crass",2013-10-16,"2013","10",16,"Wed"
"1769",2013-10-16,"Black","Dsh Black Cat","M","Lost","No Name",2013-10-16,"2013","10",16,"Wed"
"1770",2013-10-17,"Black","Corgi","M/N","Matched","Ceetouie",2013-10-17,"2013","10",17,"Thurs"
"1771",2013-10-17,"Black","Dsh","M","Lost","Sudan",2013-10-17,"2013","10",17,"Thurs"
"1772",2013-10-17,"Tan","Jack Russell Terrier","M","Lost","Prince",2013-10-17,"2013","10",17,"Thurs"
"1773",2013-10-18,"Apricot","Dsh Cat","M","Lost","Bear",2013-10-18,"2013","10",18,"Fri"
"1774",2013-10-18,"Black","Dsh Cat","M","Lost","Luke",2013-10-18,"2013","10",18,"Fri"
"1775",2013-10-18,"Grey","Miniature Schnauzer","M","Lost","Dayton",2013-10-18,"2013","10",18,"Fri"
"1776",2013-10-18,"Golden","Lab X","M","Matched","Charlie",2013-10-18,"2013","10",18,"Fri"
"1777",2013-10-18,"Brown","Chicken - Hen","F","Matched","No Name",2013-10-18,"2013","10",18,"Fri"
"1778",2013-10-18,"Grey","Dsh Cat","F","Lost","Pickles",2013-10-18,"2013","10",18,"Fri"
"1779",2013-10-20,"Yellow","Lab X","M","Matched","Charlie",2013-10-20,"2013","10",20,"Sun"
"1780",2013-10-21,"Wheaton","Wheaten Terrier","M/N","Lost","Brooks",2013-10-21,"2013","10",21,"Mon"
"1781",2013-10-18,"Grey","Dsh Tabby","M","Lost","Bentley",2013-10-21,"2013","10",18,"Fri"
"1782",2013-10-21,"Brown","Jack Russell Terrier","M/N","Lost","Rocky",2013-10-22,"2013","10",21,"Mon"
"1783",2013-10-22,"White","Bichon Frise","M/N","Matched","Toto",2013-10-22,"2013","10",22,"Tues"
"1784",2013-10-22,"Brown","Min. Munster Lander","M","Lost","Tucker",2013-10-22,"2013","10",22,"Tues"
"1785",2013-10-20,"Grey","Dmh Cat","M/N","Matched","Arlo",2013-10-22,"2013","10",20,"Sun"
"1786",2013-10-22,"Black","Chihuahua","F","Lost","Robin",2013-10-23,"2013","10",22,"Tues"
"1787",2013-10-23,"Orange & White","Tabby","M","Lost","Dexter",2013-10-24,"2013","10",23,"Wed"
"1788",2013-10-25,"White","Husky X","M/N","Lost","Mieko",2013-10-25,"2013","10",25,"Fri"
"1789",2013-10-22,"Black","Chihuahua","F/S","Lost","Robin",2013-10-25,"2013","10",22,"Tues"
"1790",2013-10-20,"Brown","Loppy Eared Dwarf","M/N","Lost","Chip",2013-10-25,"2013","10",20,"Sun"
"1791",2013-10-20,"White","Jersey Wooley Rabbit","F/S","Lost","Alfie",2013-10-25,"2013","10",20,"Sun"
"1792",2013-10-26,"Apricot","Dsh Tabby","F","Lost","No Name",2013-10-26,"2013","10",26,"Sat"
"1793",2013-10-26,"Apricot","Exotic Short Hair Tabby","M","Lost","No Name",2013-10-26,"2013","10",26,"Sat"
"1794",2013-10-26,"Black","Boston Terrier","M","Lost","Monte",2013-10-27,"2013","10",26,"Sat"
"1795",2013-10-26,"White","Pomeranian","M","Lost","Miso",2013-10-27,"2013","10",26,"Sat"
"1796",2013-10-29,"Tan","Rottie X","F/S","Lost","Ginger",2013-10-29,"2013","10",29,"Tues"
"1797",2013-10-29,"Cream","Bichon Frise","X","Lost","Baxter",2013-10-29,"2013","10",29,"Tues"
"1798",2013-10-29,"Tan","Maltese","M","Lost","Taz",2013-10-29,"2013","10",29,"Tues"
"1799",2013-10-30,"Black","Lab X","M","Lost","Sammy",2013-10-30,"2013","10",30,"Wed"
"1800",2013-10-30,"Light Orange","Domestic Short Hair","","Lost","Honey Pie",2013-10-30,"2013","10",30,"Wed"
"1801",2013-10-30,"Black","Husky","","Lost","Skyler",2013-10-30,"2013","10",30,"Wed"
"1802",2013-10-30,"Yellow","Labradoodle","F/S","Lost","Lilly",2013-10-31,"2013","10",30,"Wed"
"1803",2013-10-31,"Black","Shih Tzu","M/N","Matched","Tzolum",2013-10-31,"2013","10",31,"Thurs"
"1804",2013-11-01,"Brown","Shih Tzu","M/N","Matched","Rambo",2013-11-01,"2013","11",1,"Fri"
"1805",2013-11-01,"Grey","Maltese","M","Lost","Obo",2013-11-01,"2013","11",1,"Fri"
"1806",2013-11-01,"Black","Lab X","M","Lost","Cleo & Casper",2013-11-01,"2013","11",1,"Fri"
"1807",2013-11-01,"Cream","Shiba Inu","M","Matched","Kiwi",2013-11-02,"2013","11",1,"Fri"
"1808",2013-11-01,"Yellow","Labrador","M","Matched","Caleb",2013-11-02,"2013","11",1,"Fri"
"1809",2013-11-02,"White","Pomeranian","M","Unknown","Loverboy",2013-11-02,"2013","11",2,"Sat"
"1810",2013-11-03,"White","Brittany Spaniel","","Lost","Ruby",2013-11-03,"2013","11",3,"Sun"
"1811",2013-11-03,"Tan","Shepherd","M","Lost","Chazz",2013-11-03,"2013","11",3,"Sun"
"1812",2013-11-04,"White","Himalayan","M","Lost","Liquid",2013-11-04,"2013","11",4,"Mon"
"1813",2013-11-04,"Black","Siberian Husky","F","Matched","Nuka",2013-11-04,"2013","11",4,"Mon"
"1814",2013-11-03,"Black","Dsh","M","Lost","Soli",2013-11-04,"2013","11",3,"Sun"
"1815",2013-11-03,"Black","Cat","M","Lost","Soli",2013-11-04,"2013","11",3,"Sun"
"1816",2013-10-30,"Red","Cane Corso","M","Matched","Duke",2013-11-04,"2013","10",30,"Wed"
"1817",2013-11-05,"Black",".Unknown Breed Mix","M","Matched","Toby Or Eliah",2013-11-05,"2013","11",5,"Tues"
"1818",2013-11-10,"Black","Labrador","M/N","Matched","Porter",2013-11-10,"2013","11",10,"Sun"
"1819",2013-11-10,"Brown","","F","Lost","Minxy",2013-11-10,"2013","11",10,"Sun"
"1820",2013-11-11,"Black","Rottie X","M/N","Matched","Rupert",2013-11-11,"2013","11",11,"Mon"
"1821",2013-11-11,"Brown","Chihuahua","","Lost","Charlie",2013-11-12,"2013","11",11,"Mon"
"1822",2013-11-11,"Green/blue W/peach Face","Lovebird","X","Lost","Bee",2013-11-12,"2013","11",11,"Mon"
"1823",2013-11-12,"Brown","Hen","F","Lost","Patsy",2013-11-12,"2013","11",12,"Tues"
"1824",2013-11-13,"Black","Lab X","M","Matched","Bandit",2013-11-13,"2013","11",13,"Wed"
"1825",2013-11-13,"Golden","Pekingese","F","Lost","Pocket",2013-11-14,"2013","11",13,"Wed"
"1826",2013-10-12,"Grey","Dmh","F/S","Lost","Winter",2013-11-14,"2013","10",12,"Sat"
"1827",2013-11-15,"White","Beagle X","M/N","Lost","King",2013-11-15,"2013","11",15,"Fri"
"1828",2013-11-16,"Tan","Siberian Husky","M","Lost","Duna",2013-11-16,"2013","11",16,"Sat"
"1829",2013-11-16,"Cream","Poodle X","F","Lost","Lola",2013-11-16,"2013","11",16,"Sat"
"1830",2013-11-17,"Black","Yorkie X","F","Matched","Lucy",2013-11-17,"2013","11",17,"Sun"
"1831",2013-11-17,"Golden","Cocker Spaniel","F","Lost","No Name",2013-11-17,"2013","11",17,"Sun"
"1832",2013-11-18,"White","Shih Tzu","M","Lost","Rocky",2013-11-18,"2013","11",18,"Mon"
"1833",2013-11-19,"Black","Dsh Cat","M","Lost","Hank",2013-11-19,"2013","11",19,"Tues"
"1834",2013-11-19,"Grey","Dsh Cat","M","Lost","Jimmy",2013-11-19,"2013","11",19,"Tues"
"1835",2013-11-19,"Black","Malamute","F","Matched","Aziza",2013-11-19,"2013","11",19,"Tues"
"1836",2013-11-19,"Black","Labrador","F","Lost","Cedar",2013-11-19,"2013","11",19,"Tues"
"1837",2013-11-19,"Black","Blue Heeler","M/N","Matched","Gizmo",2013-11-20,"2013","11",19,"Tues"
"1838",2013-11-20,"Black","Labrador","M","Matched","Brock",2013-11-20,"2013","11",20,"Wed"
"1839",2013-11-20,"Tan","Pug X","M","Matched","Rocko",2013-11-21,"2013","11",20,"Wed"
"1840",2013-11-17,"Orange","Dsh","M","Lost","Philippa Seymour",2013-11-21,"2013","11",17,"Sun"
"1841",2013-11-21,"Brown","Border Collie","M","Matched","Junior",2013-11-21,"2013","11",21,"Thurs"
"1842",2013-11-21,"White","Schnauzer","F/S","Lost","Mui Mui",2013-11-21,"2013","11",21,"Thurs"
"1843",2013-11-23,"Black","Dlh","M/N","Lost","Ernie",2013-11-23,"2013","11",23,"Sat"
"1844",2013-11-24,"Golden","Golden Retriever","M","Lost","Hugo",2013-11-24,"2013","11",24,"Sun"
"1845",2013-11-25,"Black",".Unknown Breed Mix","F","Lost","Wendy",2013-11-25,"2013","11",25,"Mon"
"1846",2013-11-25,"Cream","Siamese","M","Lost","Loki",2013-11-25,"2013","11",25,"Mon"
"1847",2013-11-27,"Brown","Siamese","F","Lost","Miro",2013-11-27,"2013","11",27,"Wed"
"1848",2013-11-28,"White","Bullmastiff","F","Lost","Teeka",2013-11-28,"2013","11",28,"Thurs"
"1849",2013-11-28,"Black","Dsh","M","Lost","Hank",2013-11-28,"2013","11",28,"Thurs"
"1850",2013-11-28,"Cream","Aust. Cattle Dog","F","Matched","Kaya",2013-11-28,"2013","11",28,"Thurs"
"1851",2013-11-28,"Grey","Dsh","F","Lost","Kiki",2013-11-29,"2013","11",28,"Thurs"
"1852",2013-11-29,"Black","Border Collie","F","Lost","Gertie",2013-11-29,"2013","11",29,"Fri"
"1853",2013-12-02,"Black",".Unknown Breed Mix","F","Lost","Bambi",2013-12-02,"2013","12",2,"Mon"
"1854",2013-12-02,"Grey","Dsh","M/N","Lost","Geronimo",2013-12-04,"2013","12",2,"Mon"
"1855",2013-12-05,"Grey","Husky","F","Lost","Garbo",2013-12-05,"2013","12",5,"Thurs"
"1856",2013-12-05,"Black","Beagle","M","Lost","Maxie",2013-12-05,"2013","12",5,"Thurs"
"1857",2013-12-06,"Black","Standard Poodle","M","Matched","Rocco",2013-12-06,"2013","12",6,"Fri"
"1858",2013-12-05,"Black","Terrier X","M/N","Lost","Yano",2013-12-07,"2013","12",5,"Thurs"
"1859",2013-12-07,"Yellow","Labrador","F","Lost","Mellow",2013-12-07,"2013","12",7,"Sat"
"1860",2013-12-08,"Golden","Golden Retriever","M","Matched","Bailey",2013-12-08,"2013","12",8,"Sun"
"1861",2013-12-08,"Black","Rottweiler","M","Lost","Raider",2013-12-09,"2013","12",8,"Sun"
"1862",2013-12-10,"Black","Lab X","F/S","Matched","Rosy",2013-12-10,"2013","12",10,"Tues"
"1863",2013-12-10,"Golden","Golden Retriever","M","Matched","Dragon",2013-12-10,"2013","12",10,"Tues"
"1864",2013-12-11,"Black","Collie","F/S","Lost","Roxy",2013-12-11,"2013","12",11,"Wed"
"1865",2013-12-12,"Grey","Ball Python","","Lost","No Name",2013-12-12,"2013","12",12,"Thurs"
"1866",2013-12-13,"Cream","Pug","M","Lost","Cheball",2013-12-13,"2013","12",13,"Fri"
"1867",2013-12-15,"Tan","Pit Bull","M/N","Lost","Porter",2013-12-15,"2013","12",15,"Sun"
"1868",2013-12-14,"Black","Germ. Shepherd","M/N","Lost","Oliver",2013-12-16,"2013","12",14,"Sat"
"1869",2013-12-17,"Brown","Boxer","F/S","Lost","Luna",2013-12-17,"2013","12",17,"Tues"
"1870",2013-12-17,"Black","Dsh","M","Lost","Simba",2013-12-17,"2013","12",17,"Tues"
"1871",2013-12-18,"Tan","Siberian Husky","F/S","Matched","Piper",2013-12-18,"2013","12",18,"Wed"
"1872",2013-12-17,"Tan","Shih Tzu","M","Lost","Buddy",2013-12-18,"2013","12",17,"Tues"
"1873",2013-12-18,"Cream","Labrador","M","Matched","Sam",2013-12-18,"2013","12",18,"Wed"
"1874",2013-12-18,"Black","Germ. Shepherd","M","Lost","Heritage",2013-12-18,"2013","12",18,"Wed"
"1875",2013-12-19,"Black","Germ. Shepherd","F","Matched","Niccii",2013-12-19,"2013","12",19,"Thurs"
"1876",2013-12-19,"Yellow","Labrador","F","Lost","Bella",2013-12-19,"2013","12",19,"Thurs"
"1877",2013-12-20,"Brown","Dlh","F","Lost","Xiao Mo",2013-12-20,"2013","12",20,"Fri"
"1878",2013-12-20,"Brown","Labrador","F","Lost","Nala",2013-12-20,"2013","12",20,"Fri"
"1879",2013-12-20,"Black","Pit Bull","M","Lost","Malus",2013-12-20,"2013","12",20,"Fri"
"1880",2013-12-21,"White","French Bulldog","F","Lost","Poppins",2013-12-21,"2013","12",21,"Sat"
"1881",2013-12-22,"Black","Chihuahua","F","Matched","Nana",2013-12-22,"2013","12",22,"Sun"
"1882",2013-12-22,"Brown","Ducktoller","F","Lost","Maggie",2013-12-22,"2013","12",22,"Sun"
"1883",2013-12-22,"Black","Terrier X","F","Lost","Dixie",2013-12-22,"2013","12",22,"Sun"
"1884",2013-12-23,"Golden","Duck Toller Ret.","F","Lost","Maggie",2013-12-23,"2013","12",23,"Mon"
"1885",2013-12-23,"Black","Border Collie","F","Matched","Twila",2013-12-23,"2013","12",23,"Mon"
"1886",2013-12-24,"Cream","Pekingese","M","Lost","Leo",2013-12-24,"2013","12",24,"Tues"
"1887",2013-12-24,"White","West Highland Terrier","M/N","Lost","Moe",2013-12-24,"2013","12",24,"Tues"
"1888",2013-12-24,"","Toy Poodle","F","Matched","Roo",2013-12-24,"2013","12",24,"Tues"
"1889",2013-12-24,"Brown","Wheaten Terrier","F","Matched","Fraggle",2013-12-25,"2013","12",24,"Tues"
"1890",2013-12-25,"Wheaton","Greyhound","M","Lost","Luiz",2013-12-25,"2013","12",25,"Wed"
"1891",2013-12-26,"Black","Pit Bull","F/S","Matched","Reena",2013-12-27,"2013","12",26,"Thurs"
"1892",2013-11-20,"White","Amer. Eskimo Dog","F/S","Lost","Holly",2013-12-27,"2013","11",20,"Wed"
"1893",2013-12-24,"Grey","Dsh","F/S","Lost","Cobweb",2013-12-27,"2013","12",24,"Tues"
"1894",2013-12-27,"White",".Unknown Breed Mix","M/N","Lost","Artu",2013-12-27,"2013","12",27,"Fri"
"1895",2013-12-28,"Grey","Yorkshire Terrier","F","Lost","Cocoa",2013-12-28,"2013","12",28,"Sat"
"1896",2013-12-28,"Black","Pomeranian","M/N","Matched","Pom Pom",2013-12-28,"2013","12",28,"Sat"
"1897",2013-12-29,"Brown","Yorkshire Terrier","F","Lost","Cocoa",2013-12-29,"2013","12",29,"Sun"
"1898",2013-12-29,"Black","Cat","M/N","Lost","Bj",2013-12-29,"2013","12",29,"Sun"
"1899",2013-12-30,"Brown","Shiba Inu","M","Lost","Zi",2013-12-30,"2013","12",30,"Mon"
"1900",2013-12-30,"Cream","Toy Poodle","","Lost","Bobo",2013-12-30,"2013","12",30,"Mon"
